PRECINCT,Date,Race,totvote,DEM_Turnout,REP_Turnout,NPA_Turnout,Other_party_Turnout,White_Turnout,Black_Turnout,Hispanic_Turnout,Other_race_Turnout,Male_Turnout,Female_Turnout,Unkwn_Turnout,pct_white,pct_black,pct_non_bw,DEM_candidate_votes,REP_candidate_votes,OTHER_candidate_votes,Total_contest_votes,pct_dem,pct_rep,D-R_vote_pct,D-R_vote,District
1004,11/8/2016,President,1845,1717,22,94,12,11,1780,2,52,633,1187,25,0.00596206,0.964769648,0.029268293,1773,38,19,1830,0.968852459,0.020765027,0.948087432,1735,10
1005,11/8/2016,President,2621,2411,64,126,20,59,2472,10,80,892,1686,43,0.022510492,0.943151469,0.034338039,2493,77,33,2603,0.957741068,0.029581252,0.928159816,2416,10
1006,11/8/2016,President,1183,563,446,143,31,704,391,32,56,508,641,34,0.59509721,0.330515638,0.074387151,540,617,20,1177,0.458793543,0.524214104,-0.065420561,-77,10
1007,11/8/2016,President,1036,521,375,120,20,612,326,42,56,403,610,23,0.590733591,0.314671815,0.094594595,462,525,40,1027,0.449853944,0.511197663,-0.06134372,-63,10
1008,11/8/2016,President,2493,1474,644,328,47,879,1341,99,174,992,1427,74,0.352587244,0.537906137,0.109506619,1600,788,79,2467,0.648561005,0.319416295,0.32914471,812,10
1009,11/8/2016,President,1910,1052,551,259,48,749,904,88,169,793,1066,51,0.392146597,0.473298429,0.134554974,1121,717,59,1897,0.590933052,0.377965208,0.212967844,404,10
1010,11/8/2016,President,1667,728,644,247,48,1054,422,86,105,658,965,44,0.632273545,0.25314937,0.114577085,732,862,66,1660,0.440963855,0.519277108,-0.078313253,-130,10
1011,11/8/2016,President,946,315,481,121,29,726,168,19,33,411,514,21,0.76744186,0.177589852,0.054968288,258,654,31,943,0.27359491,0.693531283,-0.419936373,-396,10
1012,11/8/2016,President,1930,1271,347,280,32,461,1157,141,171,658,1212,60,0.238860104,0.599481865,0.161658031,1419,429,67,1915,0.740992167,0.224020888,0.516971279,990,10
1013,11/8/2016,President,1003,409,450,126,18,635,298,29,41,402,588,13,0.633100698,0.297108674,0.069790628,441,525,32,998,0.441883768,0.526052104,-0.084168337,-84,10
1014,11/8/2016,President,2381,1318,683,336,44,982,1132,115,152,992,1346,43,0.412431751,0.475430491,0.112137757,1398,882,79,2359,0.592623993,0.37388724,0.218736753,516,10
1015,11/8/2016,President,2002,1051,627,287,37,894,823,101,184,850,1109,43,0.446553447,0.411088911,0.142357642,1094,821,68,1983,0.55168936,0.414019163,0.137670197,273,10
1016,11/8/2016,President,1376,659,421,256,40,589,550,91,146,571,760,45,0.428052326,0.399709302,0.172238372,746,563,63,1372,0.543731778,0.410349854,0.133381924,183,10
1101,11/8/2016,President,887,287,421,154,25,615,107,49,116,391,482,14,0.693348365,0.120631342,0.186020293,384,455,39,878,0.437357631,0.518223235,-0.080865604,-71,11
1102,11/8/2016,President,394,59,254,73,8,296,21,14,63,191,195,8,0.751269036,0.053299492,0.195431472,133,235,21,389,0.341902314,0.604113111,-0.262210797,-102,11
1103,11/8/2016,President,2476,722,1155,508,91,1647,259,150,420,1114,1299,63,0.665185784,0.1046042,0.230210016,1068,1274,115,2457,0.434676435,0.518518519,-0.083842084,-206,11
1104,11/8/2016,President,3291,989,1556,638,108,2274,462,177,378,1504,1704,83,0.690975387,0.140382862,0.16864175,1318,1788,165,3271,0.402934882,0.546621828,-0.143686946,-470,11
1105,11/8/2016,President,3093,1011,1275,684,123,2132,384,217,360,1308,1610,175,0.689298416,0.124151309,0.186550275,1390,1447,239,3076,0.451885566,0.470416125,-0.018530559,-57,11
1106,11/8/2016,President,4679,1373,2242,899,165,3465,477,253,484,1986,2591,102,0.740542851,0.10194486,0.157512289,1983,2463,191,4637,0.427647186,0.531162389,-0.103515204,-480,11
1107,11/8/2016,President,1396,254,837,268,37,1005,53,60,278,669,699,28,0.71991404,0.037965616,0.242120344,459,865,51,1375,0.333818182,0.629090909,-0.295272727,-406,11
1108,11/8/2016,President,2486,943,951,509,83,1655,497,158,176,990,1419,77,0.665728077,0.199919549,0.134352373,1213,1097,154,2464,0.492288961,0.445211039,0.047077922,116,11
1109,11/8/2016,President,1668,262,1194,182,30,1482,38,58,90,773,872,23,0.888489209,0.022781775,0.088729017,385,1208,56,1649,0.233474833,0.732565191,-0.499090358,-823,11
1110,11/8/2016,President,3570,1122,1583,741,124,2551,480,269,270,1460,2039,71,0.714565826,0.134453782,0.150980392,1554,1804,188,3546,0.438240271,0.508742245,-0.070501974,-250,11
1111,11/8/2016,President,1373,614,390,305,64,768,388,111,106,546,781,46,0.559359068,0.282592862,0.15804807,804,456,107,1367,0.588149232,0.333577176,0.254572056,348,11
1112,11/8/2016,President,2367,661,1135,496,75,1676,261,109,321,1036,1276,55,0.708069286,0.11026616,0.181664554,997,1225,123,2345,0.425159915,0.52238806,-0.097228145,-228,11
1113,11/8/2016,President,2428,1085,765,509,69,1402,654,189,183,1001,1354,73,0.577429984,0.269357496,0.153212521,1380,863,163,2406,0.573566085,0.358686617,0.214879468,517,11
1114,11/8/2016,President,2027,765,751,456,55,1278,416,145,188,805,1152,70,0.630488407,0.205229403,0.16428219,1035,866,108,2009,0.515181682,0.431060229,0.084121453,169,11
1115,11/8/2016,President,2970,905,1386,592,87,1983,460,212,315,1341,1572,57,0.667676768,0.154882155,0.177441077,1249,1562,145,2956,0.422530447,0.528416779,-0.105886333,-313,11
1201,11/8/2016,President,2255,594,1374,246,41,1861,213,57,124,961,1245,49,0.825277162,0.094456763,0.080266075,470,1693,72,2235,0.210290828,0.757494407,-0.547203579,-1223,12
1202,11/8/2016,President,1872,558,1098,175,41,1330,381,57,104,855,967,50,0.710470085,0.203525641,0.086004274,564,1252,44,1860,0.303225806,0.67311828,-0.369892473,-688,12
1203,11/8/2016,President,966,241,587,114,24,828,86,15,37,430,515,21,0.857142857,0.089026915,0.053830228,170,750,38,958,0.177453027,0.782881002,-0.605427975,-580,12
1204,11/8/2016,President,1340,374,759,171,36,1066,189,27,58,601,706,33,0.795522388,0.141044776,0.063432836,340,955,42,1337,0.254300673,0.714285714,-0.459985041,-615,12
1205,11/8/2016,President,2783,1216,1116,391,60,1539,927,127,190,1178,1529,76,0.553000359,0.333093784,0.113905857,1264,1401,107,2772,0.455988456,0.505411255,-0.049422799,-137,12
1206,11/8/2016,President,2816,1106,1356,306,48,1671,902,65,178,1252,1490,74,0.593394886,0.3203125,0.086292614,1132,1581,81,2794,0.405153901,0.565855404,-0.160701503,-449,12
1207,11/8/2016,President,634,258,291,75,10,462,152,6,14,262,358,14,0.728706625,0.239747634,0.031545741,191,424,9,624,0.306089744,0.679487179,-0.373397436,-233,12
1208,11/8/2016,President,2688,1224,1032,370,62,1451,919,117,201,1099,1541,48,0.539806548,0.341889881,0.118303571,1252,1321,103,2676,0.467862481,0.493647235,-0.025784753,-69,12
1209,11/8/2016,President,2587,670,1569,292,56,2075,349,61,102,1182,1340,65,0.80208736,0.134905296,0.063007344,583,1922,70,2575,0.226407767,0.746407767,-0.52,-1339,12
1210,11/8/2016,President,1957,713,863,318,63,1285,433,104,135,871,1047,39,0.656617271,0.221257026,0.122125703,729,1142,75,1946,0.374614594,0.58684481,-0.212230216,-413,12
1211,11/8/2016,President,2565,1033,984,477,71,1321,884,147,213,1135,1371,59,0.515009747,0.344639376,0.140350877,1187,1241,116,2544,0.46658805,0.487814465,-0.021226415,-54,12
1212,11/8/2016,President,4187,1920,1591,588,88,2036,1658,209,284,1813,2276,98,0.486267017,0.395987581,0.117745402,2055,1941,167,4163,0.493634398,0.4662503,0.027384098,114,12
1213,11/8/2016,President,3281,1434,1302,455,90,1827,1100,166,188,1327,1861,93,0.556842426,0.335263639,0.107893935,1536,1610,111,3257,0.471599632,0.494319926,-0.022720295,-74,12
1301,11/8/2016,President,2572,606,1427,438,101,2384,23,47,118,1212,1302,58,0.926905132,0.008942457,0.064152411,906,1499,135,2540,0.356692913,0.59015748,-0.233464567,-593,13
1302,11/8/2016,President,2461,527,1421,419,94,2298,12,40,111,1159,1246,56,0.933766761,0.004876067,0.061357172,659,1626,151,2436,0.270525452,0.667487685,-0.396962233,-967,13
1303,11/8/2016,President,2148,486,1226,381,55,1948,71,36,93,1002,1109,37,0.90689013,0.033054004,0.060055866,661,1342,124,2127,0.310766338,0.63093559,-0.320169252,-681,13
1304,11/8/2016,President,2318,674,1110,467,67,1953,161,76,128,1061,1202,55,0.84253667,0.069456428,0.088006903,908,1255,132,2295,0.395642702,0.546840959,-0.151198257,-347,13
1305,11/8/2016,President,2374,600,1288,406,80,2212,13,54,95,1082,1233,59,0.931760741,0.00547599,0.062763269,827,1378,152,2357,0.35086975,0.584641493,-0.233771744,-551,13
1306,11/8/2016,President,2011,592,985,356,78,1816,62,36,97,916,1049,46,0.903033317,0.030830433,0.066136251,805,1047,137,1989,0.404725993,0.526395173,-0.12166918,-242,13
1307,11/8/2016,President,2502,601,1458,366,77,2361,14,41,86,1127,1335,40,0.943645084,0.005595524,0.050759392,972,1393,102,2467,0.394000811,0.564653425,-0.170652615,-421,13
1308,11/8/2016,President,2078,739,959,315,65,1723,245,32,78,920,1122,36,0.829162656,0.117901829,0.052935515,962,1008,87,2057,0.467671366,0.49003403,-0.022362664,-46,13
1309,11/8/2016,President,2458,618,1346,405,89,2309,17,41,91,1159,1250,49,0.939381611,0.006916192,0.053702197,784,1499,151,2434,0.322103533,0.615858669,-0.293755136,-715,13
1310,11/8/2016,President,2480,618,1301,482,79,2272,27,54,127,1185,1243,52,0.916129032,0.010887097,0.072983871,806,1508,143,2457,0.328042328,0.613756614,-0.285714286,-702,13
1311,11/8/2016,President,2820,675,1568,476,101,2595,45,51,129,1269,1499,52,0.920212766,0.015957447,0.063829787,909,1758,132,2799,0.324758842,0.628081458,-0.303322615,-849,13
1312,11/8/2016,President,1654,591,597,390,76,1253,216,77,108,722,871,61,0.757557437,0.130592503,0.11185006,696,812,130,1638,0.424908425,0.495726496,-0.070818071,-116,13
1313,11/8/2016,President,3379,643,2056,566,114,2972,114,96,197,1566,1750,63,0.879550163,0.033737792,0.086712045,859,2341,148,3348,0.256571087,0.699223417,-0.44265233,-1482,13
1314,11/8/2016,President,552,147,273,109,23,391,68,41,52,237,286,29,0.708333333,0.123188406,0.168478261,173,325,47,545,0.317431193,0.596330275,-0.278899083,-152,13
1315,11/8/2016,President,3364,1112,1399,720,133,2451,419,201,293,1495,1773,96,0.728596908,0.124554102,0.146848989,1319,1816,208,3343,0.394555788,0.543224649,-0.14866886,-497,13
1401,11/8/2016,President,2019,848,768,358,45,1164,521,144,190,833,1135,51,0.576523031,0.258048539,0.16542843,930,981,97,2008,0.46314741,0.488545817,-0.025398406,-51,14
1402,11/8/2016,President,2176,770,998,359,49,1248,548,117,263,987,1140,49,0.573529412,0.251838235,0.174632353,902,1159,99,2160,0.417592593,0.536574074,-0.118981481,-257,14
1403,11/8/2016,President,1975,703,862,347,63,1135,513,137,190,884,1042,49,0.574683544,0.259746835,0.16556962,843,1021,96,1960,0.430102041,0.520918367,-0.090816327,-178,14
1404,11/8/2016,President,3475,1234,1555,554,132,3170,74,89,142,1577,1844,54,0.912230216,0.021294964,0.06647482,1707,1430,303,3440,0.49622093,0.415697674,0.080523256,277,14
1405,11/8/2016,President,1677,711,601,283,82,1406,134,60,77,763,889,25,0.838401908,0.079904592,0.0816935,807,737,112,1656,0.487318841,0.445048309,0.042270531,70,14
1406,11/8/2016,President,1241,406,584,210,41,821,246,82,92,542,676,23,0.661563255,0.198227236,0.140209508,434,743,56,1233,0.351987024,0.602595296,-0.250608273,-309,14
1407,11/8/2016,President,1112,560,270,233,49,804,190,48,70,516,566,30,0.723021583,0.170863309,0.106115108,741,256,107,1104,0.671195652,0.231884058,0.439311594,485,14
1408,11/8/2016,President,2594,822,1333,346,93,2319,110,61,104,1195,1357,42,0.893986122,0.042405551,0.063608327,888,1525,161,2574,0.344988345,0.592463092,-0.247474747,-637,14
1409,11/8/2016,President,2783,977,1302,433,71,2021,485,116,161,1246,1466,71,0.726194754,0.174272368,0.099532878,1018,1617,119,2754,0.369644154,0.587145969,-0.217501816,-599,14
1410,11/8/2016,President,3404,1465,1268,580,91,1858,1042,200,304,1378,1924,102,0.545828437,0.306110458,0.148061105,1618,1612,155,3385,0.477991137,0.476218612,0.001772526,6,14
1411,11/8/2016,President,4356,817,3056,386,97,4159,26,65,106,2008,2291,57,0.954775023,0.005968779,0.039256198,1132,2938,233,4303,0.263072275,0.682779456,-0.419707181,-1806,14
1412,11/8/2016,President,1832,735,777,255,65,1361,318,53,100,762,1026,44,0.74290393,0.173580786,0.083515284,751,978,88,1817,0.413318657,0.538249862,-0.124931205,-227,14
1413,11/8/2016,President,3020,1248,1129,508,135,2612,161,86,161,1401,1539,80,0.864900662,0.053311258,0.081788079,1696,1033,268,2997,0.565899233,0.344678011,0.221221221,663,14
1414,11/8/2016,President,1044,458,373,186,27,527,329,98,90,466,550,28,0.504789272,0.3151341,0.180076628,509,494,33,1036,0.491312741,0.476833977,0.014478764,15,14
1415,11/8/2016,President,1793,726,722,284,61,1544,88,58,103,739,1009,45,0.861126603,0.049079755,0.089793642,984,701,94,1779,0.55311973,0.394041596,0.159078134,283,14
101,11/6/2018,Governor,1715,801,630,273,11,947,552,101,115,718,964,33,0.552186589,0.321865889,0.125947522,948,740,17,1705,0.55601173,0.434017595,0.121994135,208,1
102,11/6/2018,Governor,2752,1602,676,464,10,997,1335,174,246,1032,1609,111,0.362281977,0.485101744,0.152616279,1937,754,39,2730,0.70952381,0.276190476,0.433333333,1183,1
103,11/6/2018,Governor,1108,447,441,206,14,653,322,56,77,509,574,25,0.589350181,0.290613718,0.120036101,546,542,15,1103,0.495013599,0.491387126,0.003626473,4,1
104,11/6/2018,Governor,1651,718,667,260,6,906,510,115,120,692,930,29,0.548758328,0.308903695,0.142337977,784,832,21,1637,0.478924863,0.508246793,-0.02932193,-48,1
105,11/6/2018,Governor,2579,1054,1094,410,21,1599,668,153,159,1118,1396,65,0.620007755,0.259015122,0.120977123,1237,1289,36,2562,0.482825917,0.50312256,-0.020296643,-52,1
106,11/6/2018,Governor,3117,1538,1124,432,23,1637,1156,113,211,1269,1786,62,0.525184472,0.370869426,0.103946102,1790,1272,28,3090,0.579288026,0.411650485,0.16763754,518,1
107,11/6/2018,Governor,856,504,212,134,6,368,399,42,47,358,475,23,0.429906542,0.466121495,0.103971963,583,261,9,853,0.683470106,0.305978898,0.377491208,322,1
108,11/6/2018,Governor,1418,596,591,222,9,947,312,75,84,606,786,26,0.667842031,0.220028209,0.11212976,667,733,12,1412,0.472379603,0.519121813,-0.04674221,-66,1
109,11/6/2018,Governor,915,414,371,120,10,580,252,26,57,393,503,19,0.633879781,0.275409836,0.090710383,471,423,10,904,0.521017699,0.467920354,0.053097345,48,1
110,11/6/2018,Governor,1466,471,774,197,24,1188,137,51,90,655,782,29,0.810368349,0.093451569,0.096180082,576,862,18,1456,0.395604396,0.592032967,-0.196428571,-286,1
111,11/6/2018,Governor,1144,396,585,149,14,841,202,42,59,514,614,16,0.73513986,0.176573427,0.088286713,466,660,12,1138,0.409490334,0.579964851,-0.170474517,-194,1
112,11/6/2018,Governor,1093,618,272,194,9,468,483,57,85,413,641,39,0.428179323,0.441903019,0.129917658,764,307,11,1082,0.706099815,0.283733826,0.422365989,457,1
113,11/6/2018,Governor,3723,1713,1355,620,35,1964,1283,209,267,1527,2104,92,0.527531561,0.344614558,0.127853881,2105,1535,46,3686,0.571079761,0.416440586,0.154639175,570,1
114,11/6/2018,Governor,1088,656,246,182,4,399,571,46,72,397,651,40,0.366727941,0.524816176,0.108455882,759,307,13,1079,0.703429101,0.284522706,0.418906395,452,1
201,11/6/2018,Governor,1928,751,901,258,18,1193,546,75,114,883,1016,29,0.618775934,0.283195021,0.098029046,859,1040,19,1918,0.447862357,0.542231491,-0.094369135,-181,2
202,11/6/2018,Governor,3439,1085,1641,688,25,2248,543,184,464,1585,1765,89,0.653678395,0.157894737,0.188426868,1491,1885,30,3406,0.4377569,0.553435115,-0.115678215,-394,2
203,11/6/2018,Governor,2812,1220,1072,490,30,1587,865,151,209,1170,1583,59,0.564366999,0.307610242,0.12802276,1470,1295,35,2800,0.525,0.4625,0.0625,175,2
204,11/6/2018,Governor,1608,469,956,174,9,1312,185,47,64,700,883,25,0.815920398,0.115049751,0.069029851,457,1127,21,1605,0.284735202,0.702180685,-0.417445483,-670,2
205,11/6/2018,Governor,5312,2102,2343,818,49,3197,1538,229,348,2349,2854,109,0.60184488,0.289533133,0.108621988,2354,2902,36,5292,0.444822373,0.548374906,-0.103552532,-548,2
206,11/6/2018,Governor,3453,792,2153,491,17,2938,226,112,177,1659,1759,35,0.85085433,0.065450333,0.083695337,974,2424,31,3429,0.284047827,0.706911636,-0.422863809,-1450,2
207,11/6/2018,Governor,3536,1207,1628,668,33,2393,684,198,261,1543,1927,66,0.676753394,0.193438914,0.129807692,1545,1942,35,3522,0.43867121,0.551391255,-0.112720045,-397,2
208,11/6/2018,Governor,1680,335,1131,204,10,1470,130,30,50,808,841,31,0.875,0.077380952,0.047619048,372,1297,9,1678,0.221692491,0.772943981,-0.55125149,-925,2
209,11/6/2018,Governor,1853,442,1132,263,16,1593,107,58,95,875,945,33,0.859686994,0.057744199,0.082568807,529,1303,9,1841,0.287343835,0.707767518,-0.420423683,-774,2
210,11/6/2018,Governor,1021,229,677,104,11,893,53,20,55,504,503,14,0.874632713,0.051909892,0.073457395,207,798,11,1016,0.203740157,0.785433071,-0.581692913,-591,2
211,11/6/2018,Governor,3058,1071,1440,518,29,1862,834,144,218,1413,1569,76,0.608894702,0.272727273,0.118378025,1310,1709,31,3050,0.429508197,0.560327869,-0.130819672,-399,2
212,11/6/2018,Governor,475,82,334,56,3,463,4,1,7,229,237,9,0.974736842,0.008421053,0.016842105,72,397,5,474,0.151898734,0.837552743,-0.685654008,-325,2
213,11/6/2018,Governor,1068,291,658,113,6,796,165,32,75,506,543,19,0.745318352,0.154494382,0.100187266,369,684,9,1062,0.347457627,0.644067797,-0.296610169,-315,2
301,11/6/2018,Governor,1623,279,1093,242,9,1380,96,32,115,785,807,31,0.850277264,0.059149723,0.090573013,475,1133,7,1615,0.294117647,0.701547988,-0.407430341,-658,3
302,11/6/2018,Governor,1469,469,714,278,8,1056,162,89,162,687,747,35,0.718856365,0.110279101,0.170864534,593,849,16,1458,0.406721536,0.582304527,-0.17558299,-256,3
303,11/6/2018,Governor,2305,597,1276,415,17,1940,130,77,158,1076,1180,49,0.84164859,0.056399132,0.101952278,836,1440,11,2287,0.365544381,0.629645824,-0.264101443,-604,3
304,11/6/2018,Governor,1618,266,1047,297,8,1425,40,35,118,773,819,26,0.880716934,0.024721879,0.094561187,459,1144,6,1609,0.285270354,0.711000622,-0.425730267,-685,3
305,11/6/2018,Governor,3595,1034,1801,719,41,2906,230,154,305,1571,1922,102,0.808344924,0.063977747,0.12767733,1468,2072,33,3573,0.410859222,0.579904842,-0.16904562,-604,3
306,11/6/2018,Governor,2406,904,885,589,28,1281,484,197,444,1101,1224,81,0.532418953,0.201163757,0.26641729,1324,1023,39,2386,0.554903604,0.428751048,0.126152557,301,3
307,11/6/2018,Governor,1419,454,629,313,23,1016,163,133,107,634,757,28,0.715997181,0.114869626,0.169133192,643,754,16,1413,0.455060156,0.533616419,-0.078556263,-111,3
308,11/6/2018,Governor,1236,299,698,223,16,1043,65,34,94,561,655,20,0.843851133,0.052588997,0.103559871,427,793,9,1229,0.347436941,0.645240033,-0.297803092,-366,3
309,11/6/2018,Governor,2053,676,912,446,19,1380,299,130,244,893,1116,44,0.672187043,0.145640526,0.182172431,925,1096,23,2044,0.452544031,0.536203523,-0.083659491,-171,3
310,11/6/2018,Governor,2058,415,1279,351,13,1791,69,66,132,892,1137,29,0.870262391,0.033527697,0.096209913,664,1354,18,2036,0.326129666,0.66502947,-0.338899804,-690,3
311,11/6/2018,Governor,1781,432,1040,292,17,1548,75,51,107,829,920,32,0.869174621,0.042111173,0.088714206,628,1127,15,1770,0.35480226,0.636723164,-0.281920904,-499,3
312,11/6/2018,Governor,4828,1303,2411,1053,61,3479,451,294,604,2165,2546,117,0.720588235,0.093413422,0.185998343,1954,2793,39,4786,0.408274133,0.5835771,-0.175302967,-839,3
313,11/6/2018,Governor,2981,1011,1383,569,18,1836,512,182,451,1345,1553,83,0.615900704,0.171754445,0.212344851,1290,1645,29,2964,0.435222672,0.554993252,-0.11977058,-355,3
315,11/6/2018,Governor,1160,348,571,237,4,804,182,59,115,547,580,33,0.693103448,0.156896552,0.15,462,684,9,1155,0.4,0.592207792,-0.192207792,-222,3
401,11/6/2018,Governor,887,308,461,112,6,688,129,32,38,390,479,18,0.775648253,0.145434047,0.0789177,356,518,10,884,0.402714932,0.585972851,-0.183257919,-162,4
402,11/6/2018,Governor,2253,933,835,466,19,1295,515,179,264,922,1269,62,0.57478917,0.22858411,0.19662672,1151,1046,35,2232,0.515681004,0.468637993,0.047043011,105,4
403,11/6/2018,Governor,3278,1449,1222,588,19,1891,815,248,324,1392,1802,84,0.576876144,0.248627212,0.174496644,1716,1501,31,3248,0.528325123,0.462130542,0.066194581,215,4
