PRECINCT,Date,Race,totvote,DEM_Turnout,REP_Turnout,NPA_Turnout,Other_party_Turnout,White_Turnout,Black_Turnout,Hispanic_Turnout,Other_race_Turnout,Male_Turnout,Female_Turnout,Unkwn_Turnout,pct_white,pct_black,pct_non_bw,DEM_candidate_votes,REP_candidate_votes,OTHER_candidate_votes,Total_contest_votes,pct_dem,pct_rep,D-R_vote_pct,D-R_vote,District
813,11/3/2020,President,5128,3099,1411,562,56,1811,2963,104,250,2218,2805,105,0.353159126,0.577808112,0.069032761,3309,1736,62,5107,0.647934208,0.339925592,0.308008616,1573,8
814,11/3/2020,President,2754,640,1830,270,14,2264,343,36,111,1309,1381,64,0.822076979,0.124546115,0.053376906,573,2152,22,2747,0.20859119,0.783400073,-0.574808882,-1579,8
815,11/3/2020,President,1059,946,29,79,5,25,963,10,61,396,625,38,0.023607177,0.909348442,0.067044381,1001,50,9,1060,0.944339623,0.047169811,0.897169811,951,8
816,11/3/2020,President,529,422,37,60,10,65,422,11,31,194,317,18,0.122873346,0.797731569,0.079395085,451,71,5,527,0.855787476,0.134724858,0.721062619,380,8
817,11/3/2020,President,2942,1808,685,412,37,1024,1631,109,178,1144,1707,91,0.348062542,0.554384772,0.097552685,1952,933,44,2929,0.666439058,0.31853875,0.347900307,1019,8
818,11/3/2020,President,1067,780,158,121,8,217,783,13,54,425,619,23,0.203373946,0.733833177,0.062792877,825,220,17,1062,0.776836158,0.207156309,0.569679849,605,8
901,11/3/2020,President,2207,1368,427,367,45,1187,769,84,167,968,1177,62,0.537834164,0.348436792,0.113729044,1581,565,47,2193,0.720930233,0.257637939,0.463292294,1016,9
902,11/3/2020,President,1737,1545,40,146,6,27,1626,12,72,622,1060,55,0.015544041,0.936096718,0.04835924,1633,70,14,1717,0.951077461,0.040768783,0.910308678,1563,9
903,11/3/2020,President,1932,1063,545,298,26,867,818,94,153,768,1106,58,0.448757764,0.423395445,0.127846791,1138,759,26,1923,0.591783671,0.394695788,0.197087884,379,9
904,11/3/2020,President,1655,1504,35,111,5,24,1569,5,57,576,1037,42,0.014501511,0.948036254,0.037462236,1573,59,11,1643,0.957395009,0.035909921,0.921485088,1514,9
905,11/3/2020,President,1670,959,405,280,26,560,847,107,156,617,1006,47,0.335329341,0.507185629,0.15748503,1078,555,29,1662,0.648616125,0.333935018,0.314681107,523,9
906,11/3/2020,President,1166,448,513,177,28,799,233,46,88,516,626,24,0.685248714,0.199828473,0.114922813,523,625,18,1166,0.448542024,0.536020583,-0.087478559,-102,9
907,11/3/2020,President,1356,643,490,199,24,732,502,34,88,581,748,27,0.539823009,0.37020649,0.089970501,720,604,29,1353,0.532150776,0.446415373,0.085735403,116,9
908,11/3/2020,President,2819,1473,802,481,63,1566,935,112,206,1096,1638,85,0.55551614,0.3316779,0.11280596,1685,1059,63,2807,0.600285002,0.377271108,0.223013894,626,9
909,11/3/2020,President,922,781,46,87,8,89,749,28,56,311,576,35,0.096529284,0.812364425,0.091106291,828,75,12,915,0.904918033,0.081967213,0.82295082,753,9
910,11/3/2020,President,1507,1227,116,152,12,169,1235,20,83,531,931,45,0.112143331,0.819508958,0.068347711,1312,173,10,1495,0.877591973,0.115719064,0.76187291,1139,9
911,11/3/2020,President,2190,1631,305,235,19,461,1562,52,115,812,1291,87,0.210502283,0.713242009,0.076255708,1724,411,37,2172,0.79373849,0.189226519,0.604511971,1313,9
912,11/3/2020,President,903,778,28,87,10,28,817,4,54,315,552,36,0.031007752,0.904761905,0.064230343,848,36,12,896,0.946428571,0.040178571,0.90625,812,9
913,11/3/2020,President,1631,938,397,267,29,560,806,133,132,572,1017,42,0.343347639,0.494175353,0.162477008,1083,512,18,1613,0.671419715,0.317420955,0.35399876,571,9
914,11/3/2020,President,3625,1880,990,700,55,1324,1540,324,437,1449,2039,137,0.365241379,0.424827586,0.209931034,2230,1308,74,3612,0.617386489,0.362126246,0.255260244,922,9
1001,11/3/2020,President,2239,1936,121,163,19,133,1985,21,100,822,1351,66,0.059401519,0.886556498,0.054041983,2030,172,24,2226,0.911949686,0.077268643,0.834681042,1858,10
1002,11/3/2020,President,2141,1924,66,139,12,48,1993,11,89,742,1336,63,0.02241943,0.930873424,0.046707146,2013,91,11,2115,0.95177305,0.043026005,0.908747045,1922,10
1003,11/3/2020,President,1248,1134,39,70,5,19,1179,5,45,402,806,40,0.015224359,0.944711538,0.040064103,1179,51,13,1243,0.948511665,0.041029767,0.907481899,1128,10
1004,11/3/2020,President,1866,1715,26,119,6,21,1755,7,83,675,1147,44,0.011254019,0.940514469,0.048231511,1780,64,15,1859,0.957504034,0.034427111,0.923076923,1716,10
1005,11/3/2020,President,2698,2446,77,163,12,85,2500,20,93,949,1684,65,0.031504818,0.926612305,0.041882876,2513,140,21,2674,0.939790576,0.052356021,0.887434555,2373,10
1006,11/3/2020,President,1360,675,500,168,17,698,543,32,87,563,750,47,0.513235294,0.399264706,0.0875,673,674,11,1358,0.495581738,0.496318115,-0.000736377,-1,10
1007,11/3/2020,President,1156,558,422,161,15,654,361,60,81,443,681,32,0.565743945,0.312283737,0.121972318,549,577,21,1147,0.47863993,0.503051439,-0.024411508,-28,10
1008,11/3/2020,President,2714,1592,702,385,35,891,1449,124,250,1086,1553,75,0.328297716,0.533898305,0.137803979,1753,910,39,2702,0.648778682,0.336787565,0.311991118,843,10
1009,11/3/2020,President,2102,1164,565,337,36,705,1057,134,206,869,1171,62,0.335394862,0.502854424,0.161750714,1330,730,30,2090,0.636363636,0.349282297,0.28708134,600,10
1010,11/3/2020,President,1729,761,660,270,38,979,501,99,150,709,967,53,0.56622325,0.289762869,0.144013881,837,855,29,1721,0.486345148,0.496804184,-0.010459035,-18,10
1011,11/3/2020,President,1185,434,563,177,11,770,309,51,55,496,651,38,0.64978903,0.260759494,0.089451477,441,724,9,1174,0.375638842,0.61669506,-0.241056218,-283,10
1012,11/3/2020,President,2126,1365,378,367,16,485,1248,183,210,771,1300,55,0.22812794,0.587017874,0.184854186,1542,548,26,2116,0.728733459,0.258979206,0.469754253,994,10
1013,11/3/2020,President,1039,428,444,152,15,640,314,33,52,422,589,28,0.615976901,0.302213667,0.081809432,485,537,16,1038,0.467244701,0.51734104,-0.050096339,-52,10
1014,11/3/2020,President,2633,1505,696,393,39,973,1269,157,234,1100,1463,70,0.369540448,0.481959742,0.14849981,1652,933,33,2618,0.631016043,0.356378915,0.274637128,719,10
1015,11/3/2020,President,2162,1128,640,358,36,880,904,134,244,903,1196,63,0.407030527,0.41813136,0.174838113,1277,847,30,2154,0.592850511,0.393221913,0.199628598,430,10
1016,11/3/2020,President,1486,727,459,274,26,587,600,115,184,608,822,56,0.395020188,0.403768506,0.201211306,865,587,29,1481,0.584064821,0.396353815,0.187711006,278,10
1101,11/3/2020,President,985,326,434,207,18,648,136,61,140,433,524,28,0.65786802,0.138071066,0.204060914,480,491,11,982,0.488798371,0.5,-0.011201629,-11,11
1102,11/3/2020,President,509,118,250,132,9,331,27,16,135,243,246,20,0.650294695,0.053045187,0.296660118,221,272,8,501,0.441117764,0.542914172,-0.101796407,-51,11
1103,11/3/2020,President,2760,893,1191,637,39,1780,268,174,538,1248,1441,71,0.644927536,0.097101449,0.257971014,1324,1391,39,2754,0.480755265,0.505083515,-0.02432825,-67,11
1104,11/3/2020,President,4271,1473,1769,934,95,2581,649,322,719,1909,2229,133,0.604308125,0.151955046,0.24373683,2079,2103,72,4254,0.488716502,0.494358251,-0.005641749,-24,11
1105,11/3/2020,President,3412,1192,1302,834,84,2282,410,248,472,1490,1748,174,0.668815944,0.120164127,0.21101993,1714,1620,70,3404,0.503525264,0.475910693,0.027614571,94,11
1106,11/3/2020,President,5472,1795,2398,1174,105,3790,596,360,726,2332,3017,123,0.692616959,0.108918129,0.198464912,2563,2809,88,5460,0.469413919,0.514468864,-0.045054945,-246,11
1107,11/3/2020,President,1498,325,831,324,18,992,80,50,376,699,754,45,0.662216288,0.053404539,0.284379172,598,878,13,1489,0.40161182,0.589657488,-0.188045668,-280,11
1108,11/3/2020,President,2779,1181,920,606,72,1715,584,229,251,1180,1524,75,0.617128463,0.210147535,0.172724001,1569,1130,62,2761,0.568272365,0.409272003,0.159000362,439,11
1109,11/3/2020,President,1817,335,1205,258,19,1541,43,74,159,835,938,44,0.848101266,0.023665382,0.128233352,519,1270,20,1809,0.286898839,0.702045329,-0.41514649,-751,11
1110,11/3/2020,President,6060,2008,2546,1347,159,4071,881,516,592,2560,3373,127,0.671782178,0.145379538,0.182838284,2895,3040,98,6033,0.479860766,0.503895243,-0.024034477,-145,11
1111,11/3/2020,President,1465,731,366,339,29,738,426,164,137,567,848,50,0.503754266,0.290784983,0.205460751,952,469,38,1459,0.652501714,0.32145305,0.331048663,483,11
1112,11/3/2020,President,3166,1064,1346,687,69,2100,378,188,500,1382,1686,98,0.663297536,0.119393557,0.217308907,1579,1519,54,3152,0.500951777,0.481916244,0.019035533,60,11
1113,11/3/2020,President,2801,1374,738,613,76,1435,852,245,269,1134,1586,81,0.51231703,0.30417708,0.183505891,1804,921,66,2791,0.646363311,0.329989251,0.316374059,883,11
1114,11/3/2020,President,3083,1299,985,704,95,1821,641,260,361,1285,1692,106,0.59065845,0.207914369,0.201427181,1778,1214,73,3065,0.580097879,0.396084829,0.184013051,564,11
1115,11/3/2020,President,3707,1227,1553,855,72,2313,608,278,508,1661,1936,110,0.62395468,0.164014028,0.212031292,1780,1855,63,3698,0.481341266,0.501622499,-0.020281233,-75,11
1116,11/3/2020,President,1765,450,953,321,41,1519,80,73,93,831,912,22,0.860623229,0.045325779,0.094050992,681,1062,18,1761,0.386712095,0.60306644,-0.216354344,-381,11
1201,11/3/2020,President,2345,621,1402,297,25,1843,279,78,145,1021,1264,60,0.785927505,0.118976546,0.095095949,617,1686,33,2336,0.264126712,0.721746575,-0.457619863,-1069,12
1202,11/3/2020,President,2001,647,1126,205,23,1323,461,65,152,899,1039,63,0.661169415,0.230384808,0.108445777,700,1273,21,1994,0.351053159,0.638415246,-0.287362086,-573,12
1203,11/3/2020,President,1080,218,706,143,13,926,89,21,44,509,550,21,0.857407407,0.082407407,0.060185185,199,869,8,1076,0.184944238,0.807620818,-0.62267658,-670,12
1204,11/3/2020,President,1649,452,987,186,24,1243,268,52,86,734,867,48,0.753790176,0.162522741,0.083687083,466,1161,16,1643,0.283627511,0.706634206,-0.423006695,-695,12
1205,11/3/2020,President,3347,1516,1272,513,46,1675,1219,179,274,1438,1812,97,0.500448163,0.364206752,0.135345085,1678,1606,56,3340,0.50239521,0.480838323,0.021556886,72,12
1206,11/3/2020,President,3006,1185,1405,384,32,1670,1051,74,211,1353,1577,76,0.555555556,0.349634065,0.094810379,1328,1625,48,3001,0.44251916,0.541486171,-0.098967011,-297,12
1207,11/3/2020,President,734,263,373,89,9,522,175,7,30,306,407,21,0.711171662,0.238419619,0.050408719,225,501,4,730,0.308219178,0.68630137,-0.378082192,-276,12
1208,11/3/2020,President,2885,1289,1130,433,33,1432,1028,130,295,1142,1664,79,0.496360485,0.356325823,0.147313692,1421,1417,39,2877,0.493917275,0.492526938,0.001390337,4,12
1209,11/3/2020,President,2840,687,1766,352,35,2214,408,68,150,1298,1466,76,0.779577465,0.143661972,0.076760563,698,2092,38,2828,0.246817539,0.739745403,-0.492927864,-1394,12
1210,11/3/2020,President,2201,816,966,375,44,1339,521,165,176,964,1177,60,0.608359836,0.236710586,0.154929577,934,1214,46,2194,0.425706472,0.553327256,-0.127620784,-280,12
1211,11/3/2020,President,4494,1975,1584,866,69,1975,1649,392,478,1974,2407,113,0.439474855,0.366933689,0.193591455,2433,1973,73,4479,0.543201608,0.440500112,0.102701496,460,12
1212,11/3/2020,President,5296,2577,1869,778,72,2288,2297,290,421,2309,2815,172,0.432024169,0.433723565,0.134252266,2949,2255,79,5283,0.558205565,0.42684081,0.131364755,694,12
1213,11/3/2020,President,3663,1673,1348,590,52,1793,1348,245,277,1495,2065,103,0.489489489,0.368004368,0.142506143,1905,1692,52,3649,0.522060839,0.463688682,0.058372157,213,12
1301,11/3/2020,President,2858,766,1520,509,63,2640,28,49,141,1365,1431,62,0.923722883,0.009797061,0.066480056,1122,1688,33,2843,0.394653535,0.593739008,-0.199085473,-566,13
1302,11/3/2020,President,2766,674,1575,466,51,2551,18,54,143,1335,1373,58,0.922270427,0.006507592,0.071221981,926,1791,42,2759,0.335628851,0.649148242,-0.313519391,-865,13
1303,11/3/2020,President,2346,623,1245,437,41,2087,74,59,126,1073,1220,53,0.889599318,0.031543052,0.07885763,915,1371,42,2328,0.393041237,0.588917526,-0.195876289,-456,13
1304,11/3/2020,President,2491,820,1121,490,60,2104,156,69,162,1152,1279,60,0.844640707,0.062625452,0.092733842,1113,1326,42,2481,0.448609432,0.534461911,-0.085852479,-213,13
1305,11/3/2020,President,2517,739,1278,455,45,2345,14,57,101,1161,1299,57,0.93166468,0.005562177,0.062773143,1034,1445,29,2508,0.412280702,0.5761563,-0.163875598,-411,13
1306,11/3/2020,President,2191,756,976,426,33,1953,63,42,133,987,1150,54,0.891373802,0.028753994,0.079872204,1044,1099,34,2177,0.479559026,0.504823151,-0.025264125,-55,13
1307,11/3/2020,President,2625,771,1382,433,39,2450,13,40,122,1202,1384,39,0.933333333,0.004952381,0.061714286,1185,1397,29,2611,0.4538491,0.535044044,-0.081194944,-212,13
1308,11/3/2020,President,2639,909,1205,486,39,2232,233,47,127,1176,1408,55,0.845774915,0.088291019,0.065934066,1265,1331,33,2629,0.481171548,0.506276151,-0.025104603,-66,13
1309,11/3/2020,President,2643,689,1377,527,50,2448,27,47,121,1237,1355,51,0.926220204,0.010215664,0.063564132,1035,1555,36,2626,0.394135567,0.592155369,-0.198019802,-520,13
1310,11/3/2020,President,2658,703,1377,523,55,2425,27,70,136,1270,1336,52,0.912340105,0.010158014,0.077501881,1028,1583,40,2651,0.387778197,0.597133157,-0.20935496,-555,13
1311,11/3/2020,President,3275,817,1788,604,66,2947,56,75,197,1464,1749,62,0.899847328,0.017099237,0.083053435,1188,2023,43,3254,0.365089121,0.621696374,-0.256607253,-835,13
1312,11/3/2020,President,1943,700,749,452,42,1483,226,98,136,871,1022,50,0.763252702,0.116314977,0.120432321,935,953,46,1934,0.483453981,0.492761117,-0.009307135,-18,13
1313,11/3/2020,President,3633,726,2196,664,47,3177,134,98,224,1716,1846,71,0.874483898,0.036884118,0.088631985,1055,2512,48,3615,0.291839557,0.694882434,-0.403042877,-1457,13
1314,11/3/2020,President,720,204,345,144,27,497,87,51,85,319,359,42,0.690277778,0.120833333,0.188888889,289,404,22,715,0.404195804,0.565034965,-0.160839161,-115,13
1315,11/3/2020,President,4095,1384,1738,885,88,3004,470,252,369,1815,2168,112,0.733577534,0.114774115,0.151648352,1761,2227,90,4078,0.431829328,0.54610103,-0.114271702,-466,13
1401,11/3/2020,President,2161,881,830,398,52,1197,582,158,224,869,1242,50,0.553910227,0.269319759,0.176770014,1061,1052,38,2151,0.493258949,0.489074849,0.0041841,9,14
1402,11/3/2020,President,2393,883,1029,443,38,1228,643,188,334,1081,1250,62,0.513163393,0.268700376,0.218136231,1142,1212,28,2382,0.479429051,0.508816121,-0.02938707,-70,14
1403,11/3/2020,President,2111,831,852,389,39,1117,567,187,240,922,1132,57,0.529133112,0.268593084,0.202273804,1048,1019,38,2105,0.497862233,0.484085511,0.013776722,29,14
1404,11/3/2020,President,3914,1745,1462,640,67,3493,71,132,218,1797,2043,74,0.892437404,0.01814001,0.089422586,2359,1449,83,3891,0.606270882,0.372397841,0.23387304,910,14
1405,11/3/2020,President,1866,903,626,298,39,1550,126,81,109,836,983,47,0.830653805,0.067524116,0.101822079,1045,760,47,1852,0.56425486,0.410367171,0.153887689,285,14
1406,11/3/2020,President,1341,469,605,242,25,830,266,113,132,587,727,27,0.618941089,0.198359433,0.182699478,582,726,33,1341,0.434004474,0.541387025,-0.10738255,-144,14
1407,11/3/2020,President,1341,739,276,285,41,989,194,52,106,629,680,32,0.737509321,0.144668158,0.117822521,987,318,31,1336,0.738772455,0.238023952,0.500748503,669,14
1408,11/3/2020,President,2878,1015,1365,443,55,2489,155,85,149,1330,1484,64,0.864836692,0.053856845,0.081306463,1237,1562,61,2860,0.432517483,0.546153846,-0.113636364,-325,14
1409,11/3/2020,President,3980,1532,1668,709,71,2421,931,254,374,1799,2048,133,0.608291457,0.233919598,0.157788945,1823,2081,59,3963,0.460005047,0.525107242,-0.065102195,-258,14
1410,11/3/2020,President,3602,1542,1333,657,70,1851,1125,252,374,1451,2026,125,0.513881177,0.312326485,0.173792338,1873,1647,62,3582,0.522892239,0.459798995,0.063093244,226,14
1411,11/3/2020,President,4912,1078,3205,565,64,4545,98,85,184,2247,2572,93,0.925285016,0.01995114,0.054763844,1630,3177,80,4887,0.333537958,0.650092081,-0.316554123,-1547,14
1412,11/3/2020,President,2098,909,804,346,39,1467,384,101,146,863,1170,65,0.699237369,0.183031459,0.117731173,1025,1007,55,2087,0.491135601,0.482510781,0.00862482,18,14
1413,11/3/2020,President,3335,1653,1046,563,73,2817,179,117,222,1568,1686,81,0.844677661,0.053673163,0.101649175,2143,1090,90,3323,0.644899187,0.328016852,0.316882335,1053,14
1415,11/3/2020,President,2016,953,672,342,49,1682,105,76,153,871,1091,54,0.834325397,0.052083333,0.11359127,1232,736,37,2005,0.61446384,0.367082294,0.247381546,496,14
101,8/23/2022,Sheriff,753,345,330,70,8,463,219,34,37,321,423,9,0.614873838,0.290836653,0.094289509,420,321,0,741,0.566801619,0.433198381,0.133603239,99,1
102,8/23/2022,Sheriff,637,368,217,48,4,283,284,33,37,273,359,5,0.444270016,0.445839874,0.10989011,405,221,0,626,0.646964856,0.353035144,0.293929712,184,1
103,8/23/2022,Sheriff,519,238,222,50,9,313,163,21,22,229,282,8,0.603082852,0.314065511,0.082851638,296,217,0,513,0.576998051,0.423001949,0.153996101,79,1
104,8/23/2022,Sheriff,847,405,356,84,2,451,300,45,51,338,492,17,0.532467532,0.354191263,0.113341204,475,365,0,840,0.56547619,0.43452381,0.130952381,110,1
105,8/23/2022,Sheriff,1176,501,541,124,10,748,318,42,68,500,657,19,0.636054422,0.270408163,0.093537415,629,535,0,1164,0.540378007,0.459621993,0.080756014,94,1
106,8/23/2022,Sheriff,1475,719,600,138,18,877,476,56,66,638,811,26,0.594576271,0.322711864,0.082711864,841,616,0,1457,0.577213452,0.422786548,0.154426905,225,1
107,8/23/2022,Sheriff,689,373,260,50,6,395,238,19,37,296,379,14,0.57329463,0.345428157,0.081277213,423,260,0,683,0.619326501,0.380673499,0.238653001,163,1
108,8/23/2022,Sheriff,330,126,158,45,1,245,51,15,19,151,176,3,0.742424242,0.154545455,0.103030303,172,149,0,321,0.535825545,0.464174455,0.07165109,23,1
109,8/23/2022,Sheriff,438,184,203,43,8,324,75,13,26,191,240,7,0.739726027,0.171232877,0.089041096,221,212,0,433,0.51039261,0.48960739,0.020785219,9,1
110,8/23/2022,Sheriff,781,297,411,69,4,665,56,17,43,347,426,8,0.851472471,0.071702945,0.076824584,364,398,0,762,0.477690289,0.522309711,-0.044619423,-34,1
111,8/23/2022,Sheriff,940,446,393,90,11,598,262,38,42,419,510,11,0.636170213,0.278723404,0.085106383,519,407,0,926,0.560475162,0.439524838,0.120950324,112,1
112,8/23/2022,Sheriff,337,191,111,34,1,177,132,13,15,129,202,6,0.525222552,0.391691395,0.083086053,214,118,0,332,0.644578313,0.355421687,0.289156627,96,1
113,8/23/2022,Sheriff,1669,829,652,160,28,960,568,53,88,702,935,32,0.575194727,0.340323547,0.084481726,970,678,0,1648,0.588592233,0.411407767,0.177184466,292,1
114,8/23/2022,Sheriff,316,185,104,22,5,148,134,9,25,127,178,11,0.46835443,0.424050633,0.107594937,206,106,0,312,0.66025641,0.33974359,0.320512821,100,1
201,8/23/2022,Sheriff,1130,518,494,101,17,619,398,55,58,521,592,17,0.547787611,0.352212389,0.1,595,519,0,1114,0.534111311,0.465888689,0.068222621,76,2
202,8/23/2022,Sheriff,1470,542,744,176,8,1000,264,67,139,698,751,21,0.680272109,0.179591837,0.140136054,719,735,0,1454,0.494497937,0.505502063,-0.011004127,-16,2
203,8/23/2022,Sheriff,1720,735,778,188,19,1034,469,80,137,720,978,22,0.601162791,0.272674419,0.126162791,923,777,0,1700,0.542941176,0.457058824,0.085882353,146,2
204,8/23/2022,Sheriff,916,250,609,51,6,753,113,15,35,400,503,13,0.822052402,0.123362445,0.054585153,303,600,0,903,0.335548173,0.664451827,-0.328903654,-297,2
205,8/23/2022,Sheriff,1920,730,1014,154,22,1240,517,47,116,880,1020,20,0.645833333,0.269270833,0.084895833,835,1077,0,1912,0.436715481,0.563284519,-0.126569038,-242,2
206,8/23/2022,Sheriff,2022,493,1344,173,12,1739,147,52,84,973,1035,14,0.860039565,0.072700297,0.067260138,708,1289,0,1997,0.354531798,0.645468202,-0.290936405,-581,2
207,8/23/2022,Sheriff,1628,609,824,175,20,1116,344,65,103,718,887,23,0.685503686,0.211302211,0.103194103,779,820,0,1599,0.487179487,0.512820513,-0.025641026,-41,2
208,8/23/2022,Sheriff,1055,205,751,88,11,907,97,15,36,507,534,14,0.85971564,0.091943128,0.048341232,268,777,0,1045,0.25645933,0.74354067,-0.48708134,-509,2
209,8/23/2022,Sheriff,1091,262,713,104,12,940,71,30,50,512,564,15,0.861594867,0.06507791,0.073327223,342,735,0,1077,0.317548747,0.682451253,-0.364902507,-393,2
210,8/23/2022,Sheriff,647,134,454,51,8,574,25,15,33,324,319,4,0.887171561,0.038639876,0.074188563,164,481,0,645,0.254263566,0.745736434,-0.491472868,-317,2
211,8/23/2022,Sheriff,1505,569,764,152,20,953,433,48,71,709,778,18,0.633222591,0.287707641,0.079069767,708,783,0,1491,0.474849095,0.525150905,-0.050301811,-75,2
212,8/23/2022,Sheriff,322,48,243,26,5,308,3,2,9,159,155,8,0.956521739,0.00931677,0.034161491,58,260,0,318,0.182389937,0.817610063,-0.635220126,-202,2
213,8/23/2022,Sheriff,636,192,396,47,1,474,116,16,30,300,327,9,0.745283019,0.182389937,0.072327044,236,387,0,623,0.378812199,0.621187801,-0.242375602,-151,2
301,8/23/2022,Sheriff,954,197,645,104,8,831,60,19,44,465,482,7,0.871069182,0.062893082,0.066037736,299,635,0,934,0.32012848,0.67987152,-0.359743041,-336,3
302,8/23/2022,Sheriff,704,229,381,84,10,539,75,36,54,320,378,6,0.765625,0.106534091,0.127840909,286,412,0,698,0.40974212,0.59025788,-0.180515759,-126,3
303,8/23/2022,Sheriff,1919,645,1035,216,23,1392,269,84,174,880,1002,37,0.725377801,0.140177176,0.134445023,845,1054,0,1899,0.444971037,0.555028963,-0.110057925,-209,3
304,8/23/2022,Sheriff,1690,373,1082,216,19,1483,65,35,107,769,900,21,0.877514793,0.038461538,0.084023669,553,1107,0,1660,0.33313253,0.66686747,-0.33373494,-554,3
305,8/23/2022,Sheriff,1980,633,1053,274,20,1674,113,67,126,866,1083,31,0.845454545,0.057070707,0.097474747,857,1086,0,1943,0.44107051,0.55892949,-0.117858981,-229,3
306,8/23/2022,Sheriff,1996,789,922,263,22,1228,393,117,258,921,1038,37,0.615230461,0.196893788,0.187875752,1043,919,0,1962,0.531600408,0.468399592,0.063200815,124,3
307,8/23/2022,Sheriff,199,44,124,29,2,161,9,5,24,95,101,3,0.809045226,0.045226131,0.145728643,68,128,0,196,0.346938776,0.653061224,-0.306122449,-60,3
308,8/23/2022,Sheriff,739,220,414,91,14,627,48,21,43,346,390,3,0.848443843,0.064952639,0.086603518,316,406,0,722,0.43767313,0.56232687,-0.12465374,-90,3
309,8/23/2022,Sheriff,817,279,402,116,20,624,92,32,69,370,433,14,0.76376989,0.112607099,0.123623011,379,422,0,801,0.473158552,0.526841448,-0.053682896,-43,3
310,8/23/2022,Sheriff,1271,319,815,129,8,1154,34,26,57,542,711,18,0.907946499,0.02675059,0.065302911,438,800,0,1238,0.353796446,0.646203554,-0.292407108,-362,3
311,8/23/2022,Sheriff,558,284,184,80,10,364,118,23,53,238,308,12,0.652329749,0.211469534,0.136200717,343,200,0,543,0.631675875,0.368324125,0.26335175,143,3
312,8/23/2022,Sheriff,1684,567,875,227,15,1233,213,83,155,787,875,22,0.732185273,0.126484561,0.141330166,740,913,0,1653,0.447670901,0.552329099,-0.104658197,-173,3
401,8/23/2022,Sheriff,455,151,267,34,3,387,41,9,18,196,256,3,0.850549451,0.09010989,0.059340659,177,272,0,449,0.394209354,0.605790646,-0.211581292,-95,4
402,8/23/2022,Sheriff,316,105,174,32,5,227,48,22,19,141,168,7,0.71835443,0.151898734,0.129746835,138,173,0,311,0.443729904,0.556270096,-0.112540193,-35,4
403,8/23/2022,Sheriff,1372,641,578,146,7,851,359,79,83,588,771,13,0.620262391,0.261661808,0.118075802,744,613,0,1357,0.548268239,0.451731761,0.096536478,131,4
404,8/23/2022,Sheriff,1114,309,698,97,10,987,61,32,34,525,582,7,0.885996409,0.05475763,0.059245961,387,717,0,1104,0.350543478,0.649456522,-0.298913043,-330,4
405,8/23/2022,Sheriff,448,244,157,45,2,257,142,18,31,185,248,15,0.573660714,0.316964286,0.109375,284,157,0,441,0.64399093,0.35600907,0.287981859,127,4
406,8/23/2022,Sheriff,1107,417,546,135,9,783,170,57,97,497,590,20,0.707317073,0.153568202,0.139114724,533,542,0,1075,0.495813953,0.504186047,-0.008372093,-9,4
407,8/23/2022,Sheriff,1555,597,783,157,18,1142,240,57,116,715,818,22,0.734405145,0.154340836,0.111254019,759,776,0,1535,0.494462541,0.505537459,-0.011074919,-17,4
408,8/23/2022,Sheriff,1187,377,692,104,14,936,154,40,57,509,662,16,0.788542544,0.129738837,0.081718618,472,693,0,1165,0.405150215,0.594849785,-0.189699571,-221,4
409,8/23/2022,Sheriff,698,289,343,62,4,491,144,23,40,310,372,16,0.703438395,0.206303725,0.09025788,331,358,0,689,0.480406386,0.519593614,-0.039187228,-27,4
410,8/23/2022,Sheriff,1556,577,782,184,13,1043,275,69,169,703,806,47,0.670308483,0.176735219,0.152956298,722,815,0,1537,0.469746259,0.530253741,-0.060507482,-93,4
501,8/23/2022,Sheriff,1207,552,501,139,15,1036,75,33,63,568,625,14,0.858326429,0.062137531,0.07953604,691,487,0,1178,0.586587436,0.413412564,0.173174873,204,5
502,8/23/2022,Sheriff,994,451,414,116,13,739,169,37,49,432,548,14,0.743460765,0.170020121,0.086519115,541,435,0,976,0.554303279,0.445696721,0.108606557,106,5
503,8/23/2022,Sheriff,505,249,198,52,6,302,147,32,24,210,287,8,0.598019802,0.291089109,0.110891089,285,213,0,498,0.572289157,0.427710843,0.144578313,72,5
504,8/23/2022,Sheriff,732,260,399,65,8,665,21,14,32,327,397,8,0.908469945,0.028688525,0.06284153,358,364,0,722,0.495844875,0.504155125,-0.008310249,-6,5
505,8/23/2022,Sheriff,1073,337,609,118,9,1008,8,24,33,512,548,13,0.939422181,0.007455732,0.053122088,477,582,0,1059,0.450424929,0.549575071,-0.099150142,-105,5
506,8/23/2022,Sheriff,1182,386,649,130,17,920,139,56,67,508,655,19,0.778341794,0.117597293,0.104060914,484,684,0,1168,0.414383562,0.585616438,-0.171232877,-200,5
507,8/23/2022,Sheriff,541,296,197,42,6,330,174,14,23,225,306,10,0.609981516,0.321626617,0.068391867,340,192,0,532,0.639097744,0.360902256,0.278195489,148,5
508,8/23/2022,Sheriff,1851,729,935,167,20,1660,67,54,70,834,1005,12,0.896812534,0.03619665,0.066990816,913,912,0,1825,0.500273973,0.499726027,0.000547945,1,5
509,8/23/2022,Sheriff,2168,737,1231,179,21,1886,138,51,93,959,1191,18,0.869926199,0.063653137,0.066420664,931,1193,0,2124,0.438323917,0.561676083,-0.123352166,-262,5
